position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
30,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",9IO__NUlbtM,2025-02-17T12:41:50Z,"2025-02-17 12:41:50","INDÍGENAS APRESENTAM OS DESAFIOS DA PRODUÇÃO AGRÍCOLA EM ÁREAS DEMARCADAS","A Frente Parlamentar da Agropecuária (FPA) reuniu, nesta terça-feira (11), representantes de diversas etnias para discutir os obstáculos enfrentados no desenvolvimento da agricultura em territórios indígenas. Os representantes ressaltaram que a ausência de regulamentação impede projetos de avançarem, prejudicando a autonomia e sustentabilidade econômica dos povos indígenas. Confira também a matéria completa: https://agencia.fpagropecuaria.org.br/2025/02/12/povos-indigenas-pedem-apoio-da-fpa-para-superar-obstaculos-na-producao-rural-em-terras-indigenas/","indígenas,marco temporal,produção agrícola,fpa,frente parlamentar da agropecuaria,congresso nacional,bancada ruralista,terras indigenas,agro",25,"News & Politics","Politics,Society",PT3M54S,234,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/9IO__NUlbtM/maxresdefault.jpg,,,,,1852,6,,0,0
31,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",-ajXay3mp_o,2025-02-14T14:26:04Z,"2025-02-14 14:26:04","GOVERNO TRUMP E TARIFAS - PRESIDENTE DA FPA COMENTA DIFERENÇAS NAS TAXAÇÕES E IMPACTOS","🎙️ Em sua participação semanal no programa Times | CNBC, o deputado Pedro Lupion defendeu uma negociação estratégica diante das tarifas de Trump, destacando a competitividade do etanol brasileiro e a dependência dos EUA de produtos como café e suco de laranja. Ele enfatizou a importância da diplomacia, da reciprocidade ambiental e da análise individual de cada produto.","Trump,tarifas,taxações,agro brasileiro,economia,reciprocidade,congresso nacional,fpa,frente parlamentar da agropecuaria,bancada ruralista",25,"News & Politics","Politics,Society",PT9M14S,554,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/-ajXay3mp_o/maxresdefault.jpg,,,,,108,1,,0,0
32,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",SHksL3dDE4s,2025-02-11T19:06:21Z,"2025-02-11 19:06:21","🎥⭕ COLETIVA DE IMPRENSA | PEDRO LUPION APRESENTA AS PRIORIDADES DA BANCADA PARA O INÍCIO DO ANO","O deputado Pedro Lupion, presidente da FPA, destacou as principais pautas da bancada para este ano. Entre os temas abordados, ele comentou o veto de Lula aos Fiagros, o decreto que concede poder de polícia à Funai, o Seguro Rural e as eleições para a presidência das comissões.",,25,"News & Politics","Politics,Society",PT16M28S,988,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/SHksL3dDE4s/maxresdefault.jpg,,,,,121,6,,0,0
33,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",jBdIvJO8b-g,2025-02-05T14:08:19Z,"2025-02-05 14:08:19","PREÇO DOS ALIMENTOS EM 2025: O QUE PODEMOS ESPERAR? - PEDRO LUPION, PRESIDENTE DA FPA","Em entrevista ao Times | CNBC, o deputado Pedro Lupion, presidente da FPA, comentou sobre as influências e perspectivas para este ano em relação ao preço dos alimentos, que impactam diretamente o bolso das famílias brasileiras. Além disso, Lupion também comentou outros temas de interesse, como as taxações do governo Trump. Confira!","frente parlamentar da agropecuaria,fpa,congresso nacional,trump,preço dos alimentos,comida,economia,bancada ruralista",25,"News & Politics","Politics,Society",PT8M27S,507,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/jBdIvJO8b-g/maxresdefault.jpg,,,,,94,1,,0,1
34,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",5TpfgQ_W444,2025-02-05T13:24:47Z,"2025-02-05 13:24:47","EUA x CHINA: IMPACTOS E OPORTUNIDADES PARA O AGRO BRASILEIRO - PEDRO LUPION, PRESIDENTE DA FPA","🎙️ O deputado Pedro Lupion, presidente da Frente Parlamentar da Agropecuária (FPA), analisou no Jornal Jovem Pan os impactos da guerra comercial entre EUA e China para o agronegócio brasileiro, além de outros temas prioritários para 2025. Destaques: - 📈 Guerra Comercial EUA-China: Oportunidades e riscos para o agronegócio brasileiro, com possíveis tarifas sobre etanol e suco de laranja. - 🇧🇷 Agro brasileiro: Representando 52% das exportações agropecuárias para a China, o Brasil busca manter o acesso a esse mercado crucial. - 💰 Inflação e Gastos Públicos: Lupion critica a gestão econômica do governo e a falta de confiança no mercado, considerando-a responsável pela alta inflação. - ⚖️ Reforma Tributária e Vetos: O veto à isenção de impostos para o Fiagro gera insatisfação e a busca por consenso no Congresso. - 🚜 Prioridades da Frente Parlamentar: Estabilidade econômica, segurança no campo, acesso a crédito e seguro agrícola, e defesa do agro brasileiro na COP30. Confira! 🎥","frente parlamentar da agropecuaria,congresso nacional,fiagro,trump,agro brasileiro,china,tarifas",25,"News & Politics","Politics,Society",PT17M16S,1036,2d,sd,false,,pt-BR,,,,,,625,13,,0,0
35,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",6ZKEfWarA3E,2025-01-28T14:05:04Z,"2025-01-28 14:05:04","PARLAMENTARES DA FPA LEVAM INFORMAÇÕES DO AGRO SUSTENTÁVEL BRASILEIRO EM MISSÃO OFICIAL À EUROPA","Confira a matéria completa no site da Agência FPA: https://agencia.fpagropecuaria.org.br/2025/01/27/fpa-fortalece-a-imagem-do-agro-sustentavel-brasileiro-em-missao-oficial-a-europa/","europa,agro sustentável,green deal,mercosul,união europeia,fpa,frente parlamentar da agropecuaria,bancada ruralista,congresso nacional",25,"News & Politics","Politics,Society",PT1M45S,105,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/6ZKEfWarA3E/maxresdefault.jpg,,,,,446,4,,0,0
36,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",WP4UkPdW-0o,2024-12-18T16:51:25Z,"2024-12-18 16:51:25","PRESIDENTE DA FPA FALA À TIMES | CNBC SOBRE REFORMA TRIBUTÁRIA, PACOTE FISCAL E PROTECIONISMO","🎙 Em sua participação semanal no Times | CNBC, o presidente da FPA, deputado Pedro Lupion, destacou as mudanças que a Reforma Tributária trouxe para o setor rural, crucial para o país. Segundo ele, as conquistas foram fruto de muita articulação da bancada, desde quando o texto chegou pela primeira vez na Câmara dos Deputados. Lupion falou ainda do Pacote Fiscal, destacando que ""não é a solução dos problemas"" e sobre o protecionismo americano.","CNBC,TIMES,FPA,FRENTE PARLAMENTAR DA AGROPECUARIA,REFORMA TRIBUTARIA,PACOTE FISCAL,PROTECIONISMO,EUA,TRUMP,DOLAR",25,"News & Politics","Politics,Society",PT10M25S,625,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/WP4UkPdW-0o/maxresdefault.jpg,,,,,79,1,,0,0
37,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",uhzxRTvc3H0,2024-12-17T18:59:07Z,"2024-12-17 18:59:07","BALANÇO 2024, PERSPECTIVAS PARA O PRÓXIMO ANO E REFORMA TRIBUTÁRIA","Durante coletiva de imprensa realizada na sede da Frente Parlamentar da Agropecuária, nesta terça-feira (17), o deputado Pedro Lupion abordou temas importantes do cenário político e econômico brasileiro. Foram discutidos os avanços na Reforma Tributária, os impactos do pacote fiscal do governo, a atuação da bancada em 2024 e a importância da sanção do projeto de Bioinsumos para a proteção dos produtores e da produção agropecuária nacional.","frente parlamentar da agropecuaria,fpa,reforma tributaria,governo,tributo,2024,retrospectiva,camara dos deputados,senado federal",25,"News & Politics","Politics,Society",PT18M26S,1106,2d,hd,false,,en-US,https://i.ytimg.com/vi/uhzxRTvc3H0/maxresdefault.jpg,,,,,76,5,,0,0
38,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",FFIaBI17qwk,2024-12-16T14:37:38Z,"2024-12-16 14:37:38","CANDIDATO À PRESIDÊNCIA DO SENADO RECEBE AS PAUTAS PRIORITÁRIAS DO AGRO PARA 2025","O senador Davi Alcolumbre foi recebido, na terça-feira (10), na sede da Frente Parlamentar da Agropecuária. O parlamentar, que é candidato à cadeira de presidente do Senado, recebeu em mãos as principais pautas do setor para 2025. Na coletiva, o presidente da FPA, deputado Pedro Lupion, ao lado da senadora Tereza Cristina, trouxeram um panorama da reunião e outros assuntos de interesse.","senado federal,reforma tributária,pautas do agro,fpa,frente parlamentar da agropecuária,congresso nacional,bancada ruralista",25,"News & Politics","Politics,Society",PT17M13S,1033,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/FFIaBI17qwk/maxresdefault.jpg,,,,,62,0,,0,0
39,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",0CLRyE_9cfs,2024-12-03T18:29:41Z,"2024-12-03 18:29:41","CANDIDATO À PRESIDÊNCIA DA CÂMARA DEMONSTRA APOIO ÀS PAUTAS DO AGRO","O deputado Hugo Motta, candidato à presidência da Câmara dos Deputados, esteve presente e reafirmou seu compromisso com as pautas estratégicas do agro, destacando a importância do setor para a economia nacional e para a segurança alimentar. A FPA reitera a importância de contar com uma liderança na Câmara que compreenda as necessidades do setor e o compromisso com o desenvolvimento do Brasil.","CAMARA DOS DEPUTADOS,HUGO MOTA,HUGO MOTTA,FPA,FRENTE PARLAMENTAR DA AGROPECUARIA,PRESIDENCIA",25,"News & Politics","Politics,Society",PT14M2S,842,2d,hd,false,,en-US,https://i.ytimg.com/vi/0CLRyE_9cfs/maxresdefault.jpg,,,,,97,3,,0,2
40,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",q0eP47B3DGM,2024-12-02T12:37:01Z,"2024-12-02 12:37:01","COMISSÃO APROVA PROJETO QUE REDUZ DEPENDÊNCIA DE FERTILIZANTES IMPORTADOS","Confira a matéria completa no site da Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/26/comissao-de-agricultura-na-camara-aprova-projeto-que-reduz-dependencia-de-fertilizantes-importados/","fertilizantes,importação de fertilizantes,fpa,frente parlamentar da agropecuária,bancada ruralista,agro,agropecuaria",25,"News & Politics",Society,PT1M52S,112,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/q0eP47B3DGM/maxresdefault.jpg,,,,,285,0,,0,0
41,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",ndGA0qHRJxc,2024-11-29T14:53:50Z,"2024-11-29 14:53:50","PRODUTORES RURAIS GANHAM DIREITO À ISENÇÃO DE IPI NA COMPRA DE VEÍCULOS","Confira a matéria completa na Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/26/produtores-rurais-ganham-direito-a-isencao-de-ipi-na-compra-de-veiculos/","caminhonetes,veiculos rurais,produtores rurais,isenção de impostos no agro,agropecuaria,frente parlamentar da agropecuaria,fpa,congresso nacional,bancada ruralista",25,"News & Politics",Society,PT1M15S,75,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/ndGA0qHRJxc/maxresdefault.jpg,,,,,757,3,,0,0
42,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",MwUlW94G9nM,2024-11-28T22:59:47Z,"2024-11-28 22:59:47","DEPUTADOS APROVAM PROJETO QUE AMPLIA RECURSOS PARA O SEGURO RURAL","Confira também a notícia completa na Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/26/deputados-aprovam-projeto-que-amplia-recursos-para-seguro-rural/","seguro rural,fpa,frente parlamentar da agropecuaria,agro,congresso nacional,capadr",25,"News & Politics","Politics,Society",PT1M47S,107,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/MwUlW94G9nM/maxresdefault.jpg,,,,,13,1,,0,0
43,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",KQs4ghVXllc,2024-11-28T19:01:12Z,"2024-11-28 19:01:12","FPA COBRA AÇÕES CONTRA BARREIRAS COMERCIAIS FRANCESAS","Confira a matéria completa no site da Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/25/fpa-cobra-acoes-no-congresso-nacional-contra-barreiras-comerciais-francesas-ao-agro-brasileiro/","mercosul,carrefour,boicote francês,carne brasileira,mercado internacional,fpa,frente parlamentar da agropecuaria,reciprocidade ambiental",25,"News & Politics","Business,Society",PT2M27S,147,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/KQs4ghVXllc/maxresdefault.jpg,,,,,364,5,,0,3
44,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",H9lPj42eWjY,2024-11-28T00:27:19Z,"2024-11-28 00:27:19","PRESIDENTE DA CÂMARA ACENA PARA PROJETO DE RECIPROCIDADE APÓS EMBARGO DO CARREFOUR","Confira a matéria completa na Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/26/arthur-lira-acena-para-avanco-de-projetos-sobre-reciprocidade-ambiental/","reciprocidade ambiental,carrefour,brasil,frança,agro,mercosul,boicote,carne brasileira",25,"News & Politics","Politics,Society",PT3M28S,208,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/H9lPj42eWjY/maxresdefault.jpg,,,,,1454,4,,0,0
45,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",dTIs4AJeAOw,2024-11-26T17:58:22Z,"2024-11-26 17:58:22","PRESIDENTE DA CÂMARA FALA SOBRE O BOICOTE DO CARREFOUR E MEDIDAS A SEREM TOMADAS","Durante coletiva de imprensa realizada na sede da Frente Parlamentar da Agropecuária, o presidente da Câmara dos Deputados, Arthur Lira (PP-AL), sinalizou que os projetos de lei que tratam da Reciprocidade Ambiental serão apreciados na Casa, em resposta às declarações do CEO do Carrefour, na França.","carrefour,reciprocidade ambiental,reciprocidade economica,camara dos deputados,presidente,arthur lira,pedro lupion,fpa,frente parlamentar da agropecuaria",25,"News & Politics","Politics,Society",PT10M43S,643,2d,hd,false,,en-US,https://i.ytimg.com/vi/dTIs4AJeAOw/maxresdefault.jpg,,,,,151,2,,0,0
46,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",lSLmvwHswTU,2024-11-22T18:55:47Z,"2024-11-22 18:55:47","MERCADO DE CARBONO É APROVADO E VAI À SANÇÃO PRESIDENCIAL","🌍 Mercado de Carbono aprovado: um avanço para o meio ambiente e o agro! 🤝🏼 Garantindo a proteção dos produtores rurais e o uso sustentável de ativos ambientais, a legislação fortalece a mitigação de gases de efeito estufa e assegura a autonomia dos produtores no mercado de créditos de carbono. Após aprovação no Senado, a proposta também foi aprovada no Plenários da Câmara dos Deputados e agora vai à sanção presidencial. 🎥 Confira também a matéria completa no site da Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/19/mercado-de-carbono-e-aprovado-na-camara-dos-deputados/","mercado de carbono,redução de emissões,CO2,agropecuaria,frente parlamentar da agropecuaria,fpa,congresso nacional,créditos de carbono,economia verde,agro forte",25,"News & Politics","Politics,Society",PT2M5S,125,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/lSLmvwHswTU/maxresdefault.jpg,,,,,384,8,,0,2
47,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",uLMJlfFIA1o,2024-11-19T20:39:30Z,"2024-11-19 20:39:30","PROJETO QUE FORTALECE A REFORMA AGRÁRIA É APROVADO","🌱 Reforma Agrária fortalecida! 🏠 A Comissão de Agricultura da Câmara aprovou o PLP 163/23, que destina 25% das multas ambientais para projetos de assentamentos rurais. Essa medida fomenta a agricultura sustentável e promove mais inclusão social no campo, contribuindo para o desenvolvimento da Reforma Agrária no Brasil. 💬 ""A proposta traz uma visão holística, onde ecologia, agropecuária e justiça agrária caminham juntas, e não em oposição, como muitas vezes se apresenta nos discursos”, reiterou o relator da proposta e integrante da FPA, deputado Dilceu Sperafico. Confira a matéria completa no site da Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/13/projeto-de-lei-que-fortalece-a-reforma-agraria-e-aprovado-com-apoio-da-fpa/","reforma agrária,reforma agraria,frente parlamentar da agropecuaria,fpa,agro,agricultura,agricultura familiar,pequeno agricultor,congresso nacional,bancada ruralista",25,"News & Politics","Politics,Society",PT1M48S,108,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/uLMJlfFIA1o/maxresdefault.jpg,,,,,288,2,,0,0
48,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",fgHkgfIOV7o,2024-11-19T18:42:16Z,"2024-11-19 18:42:16","PROPOSTA APROVADA TRAZ MAIS SEGURANÇA PARA QUEM PRODUZ NO CAMPO","🔒 Mais segurança para quem produz no campo! Garantir proteção às propriedades produtivas contra desapropriações para reforma agrária é objetivo do PL 2502/2024, aprovado na Comissão de Agricultura da Câmara. De autoria do deputado Rodolfo Nogueira, da FPA, o projeto traz mais segurança jurídica para pequenos e médios produtores, com critérios objetivos de produtividade que evitam interpretações subjetivas. 👉 Quer entender como isso impacta o agro? Confira a matéria completa no site da Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/13/proposta-protege-propriedades-produtivas-e-estabelece-criterios-objetivos-para-evitar-desapropriacoes-para-reforma-agraria/","reforma agrária,direito de propriedade,frente parlamentar da agropecuaria,fpa,congresso nacional,bancada ruralista,segurança juridica no campo,segurança juridica",25,"News & Politics",Society,PT1M45S,105,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/fgHkgfIOV7o/maxresdefault.jpg,,,,,170,1,,0,0
49,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",6GtsvzkpEW8,2024-11-18T20:43:48Z,"2024-11-18 20:43:48","APROVADA EM COMISSÃO A CRIAÇÃO DO SISTEMA BRASILEIRO DE VIGILÂNCIA AGROPECUÁRIA INTERNACIONAL","Mais simplicidade e segurança para importação e exportação de produtos agrícolas 🌱🌾 👉🏼 A medida, relatada pela deputada Daniela Reinehr, cria o Sistema Brasileiro de Vigilância Agropecuária Internacional (Vigiagro), que simplifica o controle nas operações de importação e exportação. A proposta fortalece a segurança da produção nacional e protege o setor contra pragas e doenças, garantindo que os produtos agropecuários atendam aos padrões sanitários exigidos. 🔍 Confira a matéria completa na Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/12/capadr-aprova-criacao-do-sistema-brasileiro-de-vigilancia-agropecuaria-internacional/","vigilância agropecuária,agropecuaria,exportação,importação,agro internacional,vigilância sanitária,fpa,frente parlamentar da agropecuaria,congresso nacional,bancada ruralista",25,"News & Politics",Society,PT1M58S,118,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/6GtsvzkpEW8/maxresdefault.jpg,,,,,212,1,,0,0
50,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",IDkXI-fJSTU,2024-11-18T18:13:25Z,"2024-11-18 18:13:25","FUNDO NACIONAL PARA PRESERVAÇÃO, PROTEÇÃO E DEFESA AGROPECUÁRIA CONTRA CALAMIDADES É APROVADO","Fundo para auxiliar produtores rurais contra adversidades climáticas e sanitárias 💰💵 O relator da proposta na Câmara, deputado Rafael Pezenti, destacou a importância do projeto para assegurar a proteção e a defesa das lavouras, auxiliando o agronegócio a superar desafios e manter seu crescimento. Segundo ele, a medida representa um avanço significativo para fortalecer a segurança e o desenvolvimento do setor. 🌾💪 Confira também a matéria completa no site da Agência FPA: https://agencia.fpagropecuaria.org.br/2024/11/12/fundeagro-e-aprovado-na-comissao-de-agricultura-da-camara/","agropecuaria,frente parlamentar da agropecuaria,calamidades agro,prevenção,calamidades,auxilio para o agro,congresso nacional,agro forte",25,"News & Politics","Politics,Society",PT2M17S,137,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/IDkXI-fJSTU/maxresdefault.jpg,,,,,180,0,,0,0
